Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal_Price,Price_Date
1185,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,02-May-19
1186,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,02-May-17
1187,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1350,1350,1350,02-May-16
1188,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,01-May-20
1189,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,01-May-19
1190,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,01-May-18
1191,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,01-May-15
1192,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,30-Apr-20
1193,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,30-Apr-18
1194,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,30-Apr-15
1195,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,30-Apr-13
1196,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,29-Apr-19
1197,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,29-Apr-18
1198,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,29-Apr-17
1199,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,28-Apr-18
1200,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,28-Apr-15
1201,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,27-Apr-20
1202,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,27-Apr-17
1203,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,27-Apr-15
1204,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,27-Apr-13
1205,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,26-Apr-20
1206,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,26-Apr-19
1207,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,26-Apr-18
1208,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,26-Apr-17
1209,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,26-Apr-15
1210,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,25-Apr-20
1211,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,25-Apr-19
1212,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,25-Apr-18
1213,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,25-Apr-17
1214,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,24-Apr-20
1215,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,24-Apr-19
1216,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,24-Apr-18
1217,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,24-Apr-17
1218,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,24-Apr-15
1219,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,24-Apr-13
1220,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,23-Apr-20
1221,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,23-Apr-19
1222,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,23-Apr-17
1223,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,22-Apr-19
1224,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,22-Apr-18
1225,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,22-Apr-17
1226,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,22-Apr-13
1227,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,21-May-15
1228,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,21-Apr-19
1229,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,21-Apr-15
1230,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,20-Apr-19
1231,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1350,1350,1350,20-Apr-16
1232,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,20-Apr-15
1233,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,20-Apr-13
1234,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1350,1350,1350,19-Apr-16
1235,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,19-Apr-15
1236,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,18-Apr-13
1237,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,17-May-15
1238,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1350,1350,1350,17-Apr-16
1239,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,16-Apr-20
1240,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,15-May-15
1241,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,15-Apr-20
1242,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,15-Apr-19
1243,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,15-Apr-13
1244,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,14-May-18
1245,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,14-Apr-20
1246,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,13-May-18
1247,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,13-Apr-20
1248,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,13-Apr-13
1249,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,12-May-18
1250,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,12-May-15
1251,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,12-Apr-20
1252,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,12-Apr-19
1253,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,11-Apr-20
1254,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,10-May-17
1255,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,10-May-15
1256,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1350,1350,1350,08-May-16
1257,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,08-May-13
1258,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,05-May-20
1259,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,05-May-17
1260,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1350,1350,1350,05-May-16
1261,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,05-May-15
1262,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,04-May-20
1263,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1350,1350,1350,04-May-16
1264,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,03-May-19
1265,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,03-May-18
1266,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,03-May-17
1267,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,03-May-15
1268,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,03-May-13
1269,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,02-May-19
1270,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,02-May-18
1271,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,02-May-17
1272,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1350,1350,1350,02-May-16
1273,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,02-May-13
1274,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,01-May-19
1275,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,01-May-18
1276,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,01-May-17
1277,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,30-May-15
1278,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,30-Apr-20
1279,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,30-Apr-18
1280,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,30-Apr-15
1281,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,30-Apr-13
1282,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,29-May-15
1283,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,29-Apr-19
1284,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,29-Apr-18
1285,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,29-Apr-17
1286,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,28-Apr-18
1287,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,28-Apr-15
1288,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,28-Apr-13
1289,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,27-Apr-20
1290,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,27-Apr-19
1291,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,27-Apr-18
1292,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,27-Apr-17
1293,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,27-Apr-15
1294,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,27-Apr-13
1295,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,26-Apr-20
1296,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,26-Apr-19
1297,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,26-Apr-18
1298,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,26-Apr-17
1299,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,26-Apr-15
1300,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,26-Apr-13
1301,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,25-Apr-20
1302,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,25-Apr-19
1303,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,25-Apr-18
1304,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,25-Apr-17
1305,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,25-Apr-15
1306,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,25-Apr-13
1307,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,24-Apr-20
1308,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,24-Apr-19
1309,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,24-Apr-18
1310,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,24-Apr-17
1311,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,24-Apr-15
1312,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,24-Apr-13
1313,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,23-Apr-20
1314,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,23-Apr-19
1315,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,23-Apr-17
1316,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,23-Apr-15
1317,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,23-Apr-13
1318,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,22-May-15
1319,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,22-Apr-13
1320,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,21-Apr-19
1321,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,21-Apr-15
1322,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,21-Apr-13
1323,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,20-Apr-19
1324,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1350,1350,1350,20-Apr-16
1325,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,20-Apr-13
1326,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,19-May-18
1327,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1350,1350,1350,19-Apr-16
1328,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,19-Apr-13
1329,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1350,1350,1350,18-Apr-16
1330,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,18-Apr-13
1331,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,17-May-18
1332,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,17-May-15
1333,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,17-Apr-13
1334,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,16-Apr-20
1335,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,16-Apr-13
1336,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,15-Apr-20
1337,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,15-Apr-19
1338,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,15-Apr-13
1339,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,14-Apr-20
1340,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,14-Apr-13
1341,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,13-May-17
1342,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,13-Apr-20
1343,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,13-Apr-13
1344,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,12-May-15
1345,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,12-Apr-20
1346,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,12-Apr-19
1347,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,12-Apr-13
1348,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,10-May-18
1349,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,09-May-18
1350,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,09-May-17
1351,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,09-May-15
1352,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,08-May-18
1353,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,08-May-17
1354,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,08-May-13
1355,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,06-May-17
1356,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,05-May-20
1357,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,05-May-18
1358,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,05-May-17
1359,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1350,1350,1350,05-May-16
1360,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,04-May-20
1361,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,04-May-18
1362,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1350,1350,1350,04-May-16
1363,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,04-May-15
1364,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,04-May-13
1365,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,03-May-20
1366,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,03-May-19
1367,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,03-May-18
1368,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,03-May-17
1369,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1350,1350,1350,03-May-16
1370,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,03-May-15
1371,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,02-May-20
1372,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,02-May-18
1373,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,02-May-17
1374,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1350,1350,1350,02-May-16
1375,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,02-May-15
1376,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,02-May-13
1377,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,01-May-20
1378,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,01-May-19
1379,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,01-May-18
1380,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,01-May-17
1381,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,01-May-13
1382,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,01-Jun-15
1383,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,30-Apr-20
1384,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,30-Apr-15
1385,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,29-May-15
1386,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,29-Apr-19
1387,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,29-Apr-18
1388,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,29-Apr-17
1389,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,28-Apr-18
1390,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,28-Apr-17
1391,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,28-Apr-15
1392,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,27-Apr-19
1393,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,27-Apr-17
1394,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,27-Apr-15
1395,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,26-Apr-20
1396,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,26-Apr-19
1397,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,26-Apr-17
1398,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,26-Apr-15
1399,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,25-Apr-20
1400,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,25-Apr-19
1401,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,25-Apr-17
1402,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,25-Apr-15
1403,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,24-Apr-20
1404,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,24-Apr-19
1405,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,24-Apr-18
1406,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,24-Apr-15
1407,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,23-Apr-20
1408,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,23-Apr-19
1409,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,23-Apr-15
1410,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,22-May-15
1411,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,22-Apr-19
1412,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,22-Apr-16
1413,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,21-May-15
1414,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,21-Apr-19
1415,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,21-Apr-17
1416,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,21-Apr-15
1417,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,20-Apr-16
1418,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,20-Apr-15
1419,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1100,1100,1100,20-Apr-13
1420,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,19-May-17
1421,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,19-Apr-17
1422,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,19-Apr-16
1423,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,19-Apr-15
1424,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,18-May-17
1425,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,18-Apr-16
1426,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,18-Apr-15
1427,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,17-Apr-16
1428,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,4800,5165,5085,16-Dec-16
1429,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,16-Apr-16
1430,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,15-May-15
1431,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,15-Apr-19
1432,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,14-Apr-20
1433,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1100,1100,1100,14-Apr-13
1434,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,13-May-18
1435,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,13-Apr-20
1436,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,12-May-17
1437,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,12-Apr-20
1438,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,11-Apr-20
1439,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,10-May-17
1440,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1100,1100,1100,10-Apr-13
1441,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1100,1100,1100,09-Apr-13
1442,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,08-May-18
